employment_rate_overall,employment_rate_ft_perm,gross_monthly_median,salary_iqr,year,university,school,degree,career_value_index,cluster,pca_1,pca_2
97.4,96.1,3350.0,1100.0,2013,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,0.7650911044359007,2,1.0060150420620293,-0.661466138381958
97.1,95.7,2700.0,200.0,2013,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy (3-yr direct Honours Programme),0.753639781584559,2,-0.09171492268875817,-2.3298458359284333
90.9,85.7,3000.0,800.0,2013,Nanyang Technological University,College of Business (Nanyang Business School),Business (3-yr direct Honours Programme),0.676067274330851,2,-0.3842117439941164,-0.6367849930987449
87.5,87.5,3400.0,1100.0,2013,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing,0.671095290229687,2,-0.10859935239220564,0.2174777048444835
95.3,95.3,3500.0,716.0,2013,Nanyang Technological University,College of Engineering,Aerospace Engineering,0.7653416874990366,2,0.6317717901241693,-0.9552997358870715
81.3,68.8,3125.0,472.0,2013,Nanyang Technological University,College of Engineering,Bioengineering,0.5670892834778443,3,-2.003695681286389,0.01822002620068909
87.3,85.1,3200.0,800.0,2013,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,0.6594751660307496,2,-0.5661381436608138,-0.26373023253877526
90.3,88.2,3175.0,600.0,2013,Nanyang Technological University,College of Engineering,Computer Engineering,0.6943716348789548,2,-0.3553279479135677,-0.8326595954177096
94.8,93.8,3100.0,380.0,2013,Nanyang Technological University,College of Engineering,Civil Engineering,0.7461760887644932,2,0.03259999716463617,-1.6211349967233235
92.1,88.5,3125.0,600.0,2013,Nanyang Technological University,College of Engineering,Computer Science,0.7050715351828515,2,-0.23190342369536557,-0.986775461291982
91.0,88.7,3100.0,440.0,2013,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,0.7013294954243277,2,-0.4403365644935592,-1.165264012702061
84.0,81.5,3000.0,300.0,2013,Nanyang Technological University,College of Engineering,Environmental Engineering,0.6280527107197678,3,-1.461778246535971,-0.8015257164970276
85.7,79.6,3200.0,450.0,2013,Nanyang Technological University,College of Engineering,Information Engineering and Media,0.638532942206442,3,-1.1698570163413111,-0.5184626286761409
82.5,78.9,3000.0,500.0,2013,Nanyang Technological University,College of Engineering,Materials Engineering,0.6037492533670681,3,-1.5484932395778106,-0.3565950078748571
91.6,89.5,3100.0,500.0,2013,Nanyang Technological University,College of Engineering,Mechanical Engineering,0.7066006300388212,2,-0.31685168095282273,-1.1385930405372722
95.6,93.3,3000.0,350.0,2013,Nanyang Technological University,College of Engineering,Maritime Studies,0.7457488422350684,2,-0.010611975766008199,-1.7664461083515846
81.6,61.4,2500.0,600.0,2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",0.5098451472912798,3,-2.603692589039182,-0.03579527895724356
85.1,80.5,3000.0,700.0,2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,0.6216036035656272,3,-1.13354630319678,-0.2785210650523596
89.4,79.6,3000.0,550.0,2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,0.651115694517308,2,-0.9344018046501751,-0.7407556835279733
89.9,83.5,3000.0,745.0,2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,0.6630878190455838,2,-0.5943878663020913,-0.5953331332061753
82.7,67.3,3100.0,600.0,2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,0.5667108148063786,3,-1.8805997933246388,0.13304779725428298
90.6,81.3,2625.0,543.0,2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,0.6472540598963106,2,-1.0163520439833387,-1.1131401786446657
82.4,71.8,3000.0,505.0,2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,0.5780965357134641,3,-1.848886298002777,-0.16218633863646162
74.4,55.8,3100.0,510.0,2013,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,0.4731945321211779,3,-3.084625772072895,0.8244945615941803
90.7,88.4,2807.0,300.0,2013,Nanyang Technological University,College of Sciences,Biomedical Sciences (Traditional Chinese Medicine) #,0.6877939616654382,2,-0.7657649289614095,-1.5270643799947528
78.6,68.1,3000.0,550.0,2013,Nanyang Technological University,College of Sciences,Biological Sciences,0.5385375564943041,3,-2.27405134947227,0.23672746682488272
79.8,68.9,3100.0,600.0,2013,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,0.5528921054381506,3,-2.0449076238910715,0.27602199548051576
86.0,83.7,3000.0,750.0,2013,Nanyang Technological University,College of Sciences,Mathematical Science,0.6375429318637249,3,-0.8931804887453337,-0.3462170274317737
80.8,69.2,3300.0,500.0,2013,Nanyang Technological University,College of Sciences,Physics / Applied Physics,0.5728327424421704,3,-1.8934748136162225,0.19285183399153544
68.2,59.1,3000.0,700.0,2013,Nanyang Technological University,College of Sciences,Sports Science and Management,0.43352147529424856,3,-3.3717682173528294,1.337844477662647
100.0,100.0,3498.0,500.0,2013,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),0.81874137144444,2,1.0483318292866175,-1.680513817603657
100.0,100.0,3498.0,175.0,2013,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),0.827121980005554,2,0.8189676345249782,-2.141376714571121
84.8,70.1,2800.0,580.0,2013,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,0.5766676012465096,3,-1.8054899235340385,-0.294222013687895
86.6,74.6,3200.0,700.0,2013,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),0.6206101887977811,3,-1.1301525119455107,-0.09352923789934345
88.1,76.8,3200.0,700.0,2013,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,0.6383561152021819,3,-0.9189639078264012,-0.24465584326464657
88.7,81.7,3000.0,670.0,2013,National University of Singapore,NUS Business School,Bachelor of Business Administration,0.6506850411758667,2,-0.8179363069584388,-0.5797652084710433
94.6,90.3,3200.0,1000.0,2013,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),0.7214048308650811,2,0.3732538967039739,-0.5752378810145051
93.3,88.9,2700.0,318.0,2013,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),0.7013465801153611,2,-0.5945815365030757,-1.7483948419831203
97.2,94.4,2800.0,500.0,2013,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),0.746830411925546,2,0.13870495990831774,-1.8128098731558775
88.9,77.8,3050.0,600.0,2013,National University of Singapore,School of Computing,Bachelor of Computing (Communications and Media),0.6425809518163931,3,-0.9815127776419222,-0.5598768720876404
92.4,83.3,3425.0,1000.0,2013,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),0.6929859116862437,2,0.05229907863272457,-0.11154987281282948
88.9,83.3,3080.0,753.0,2013,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce),0.6593311357311519,2,-0.6247965741141163,-0.4636671835444515
84.6,82.7,3770.0,770.0,2014,Nanyang Technological University,College of Engineering,Aerospace Engineering,0.6611708494447769,3,-0.5323636283777465,0.2954826808747123
89.2,83.9,3005.0,800.0,2013,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),0.6586226801997779,2,-0.5914118143454739,-0.4799403777907717
100.0,100.0,4000.0,400.0,2013,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,0.8454546356170904,2,1.303669927722359,-1.4969061812679914
82.1,53.6,2650.0,600.0,2013,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),0.49310034928007296,3,-2.79161557609289,0.22858195125022615
96.8,96.8,3000.0,400.0,2013,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),0.7647472741337663,2,0.2661558045145666,-1.8607987334725322
89.2,89.2,2900.0,579.0,2013,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),0.6778265092802888,2,-0.5946232374781925,-0.9964905362455807
74.0,60.0,3000.0,530.0,2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Bioengineering),0.4798949890357085,3,-2.992223420063879,0.7063186268236998
93.2,90.0,3175.0,644.0,2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),0.7189577224443915,2,-0.018242255613775456,-0.9999074642157535
96.1,94.1,3050.0,300.0,2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),0.7555906938131037,2,0.05973768174763813,-1.8570114743267319
88.9,85.6,3200.0,970.0,2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Computer Engineering),0.6675560405206616,2,-0.297871569318117,-0.1367928960684271
88.5,88.0,3200.0,600.0,2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),0.682819869841192,2,-0.4908147378994164,-0.6972985284116693
86.2,75.9,3000.0,350.0,2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science),0.6218922619716912,3,-1.4846786190611774,-0.7272806758867596
93.8,87.5,3110.0,500.0,2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),0.7148123752655897,2,-0.21848431650304243,-1.2205331811482454
93.9,92.4,3200.0,800.0,2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),0.7292258536453521,2,0.26388387955348186,-0.8680201045101563
90.9,87.9,3000.0,260.0,2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),0.6976932613334982,2,-0.6736044539451976,-1.4586053385445004
89.1,87.2,3225.0,500.0,2013,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),0.68781783210455,2,-0.5307112923838625,-0.8405234816742956
98.8,98.2,5000.0,1300.0,2013,National University of Singapore,Faculty of Law,Bachelor of Laws (LLB) (Hons) #,0.8559869551409545,1,2.4174405590480172,0.5494807224837706
100.0,100.0,4500.0,700.0,2013,National University of Singapore,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery (MBBS) #,0.8617571507914468,2,1.8400039667354928,-0.747379132317829
97.5,97.5,2950.0,350.0,2013,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),0.7707706607753381,2,0.2833456012035806,-2.026311111757331
100.0,100.0,3025.0,200.0,2013,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),0.8037369331931605,2,0.5295269054413049,-2.412538648774735
97.3,97.3,2900.0,655.0,2013,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),0.7584625334175847,2,0.4418657746833067,-1.6084494143607584
80.9,65.1,2800.0,400.0,2013,National University of Singapore,Faculty of Science,Bachelor of Science,0.5376901804835426,3,-2.451600317084053,-0.17489308266464265
83.6,74.0,3100.0,632.0,2013,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),0.5953663418933239,3,-1.5070433517157353,-0.0493893377068798
96.4,96.4,3500.0,400.0,2013,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) (Hons) #,0.7847069308714278,2,0.5422330939242733,-1.5011413724267029
94.2,93.2,2825.0,730.0,2013,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (4-years programme),0.7178114569590165,2,0.028266375748369137,-1.2497711114297865
95.2,95.2,3000.0,1050.0,2013,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (4-years programme) Cum Laude and above,0.7316708378083379,2,0.5307403762824936,-0.7969040715827566
93.2,87.3,3200.0,950.0,2013,Singapore Management University,School of Business (4-year programme) *,Business Management (4-years programme),0.7028174049673834,2,0.10139691417744774,-0.48095743905683536
95.9,93.8,3580.0,1100.0,2013,Singapore Management University,School of Business (4-year programme) *,Business Management (4-years programme) Cum Laude and above,0.7580528119961353,2,0.9399801336884694,-0.3586975250850044
90.6,88.6,3339.0,800.0,2013,Singapore Management University,School of Economics (4-year programme) *,Economics (4-years programme),0.7005081146311574,2,-0.06713724490094301,-0.4719475959785219
94.0,94.0,3600.0,750.0,2013,Singapore Management University,School of Economics (4-year programme) *,Economics (4-years programme) Cum Laude and above,0.7560165236161965,2,0.5629476104196415,-0.7267511526411226
93.6,89.5,3300.0,800.0,2013,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management (4-years programme),0.7218729254329576,2,0.18402625544975612,-0.7102653296574166
100.0,90.9,3800.0,500.0,2013,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management (4-years programme) Cum Laude and above,0.8014052929954678,2,0.8650741539160717,-1.2527854790439237
86.5,79.8,3000.0,720.0,2013,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (4-years programme),0.6280124654066198,3,-1.0370920679036073,-0.3210281558804152
87.5,83.3,3200.0,981.0,2013,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (4-years programme) Cum Laude and above,0.6498460472636627,2,-0.4974998818543773,0.026144674893195597
100.0,100.0,5000.0,1500.0,2013,Singapore Management University,School of Law (4-year programme) *,Law (4-years programme) #,0.8651664220256278,1,2.7292059976896104,0.7111677581207401
100.0,100.0,5547.0,1650.0,2013,Singapore Management University,School of Law (4-year programme) *,Law (4-years programme) Cum Laude and above #,0.8875965257666522,1,3.1901932840422127,1.2784556781657497
98.2,95.6,3300.0,1100.0,2014,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,0.7662941094239115,2,1.0164364730326985,-0.731824545115203
96.6,96.1,2840.0,300.0,2014,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy (3-yr direct Honours Programme),0.7558439211138077,2,0.04659600875151135,-2.0758032310472543
89.6,80.2,3100.0,800.0,2014,Nanyang Technological University,College of Business (Nanyang Business School),Business (3-yr direct Honours Programme),0.6529164006275413,2,-0.6521035969914323,-0.34939000912820645
92.9,89.3,3450.0,768.0,2014,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing,0.7245220148205531,2,0.19473073897603535,-0.6089543848921749
79.8,69.7,3000.0,575.0,2014,Nanyang Technological University,College of Engineering,Bioengineering,0.5515295420719245,3,-2.094126500859582,0.15535564127166215
83.8,76.1,3400.0,375.0,2014,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,0.6251070571201374,3,-1.3901820439740178,-0.2855593499341534
91.4,88.8,3400.0,600.0,2014,Nanyang Technological University,College of Engineering,Computer Engineering,0.7146553640581771,2,-0.09662009559882268,-0.7718036689840836
93.8,92.9,3100.0,300.0,2014,Nanyang Technological University,College of Engineering,Civil Engineering,0.7383920541359781,2,-0.14103037121823506,-1.648271670555065
94.5,93.7,3200.0,700.0,2014,Nanyang Technological University,College of Engineering,Computer Science,0.7403731180359875,2,0.2952929877970083,-1.0809806899485384
90.7,88.4,3200.0,500.0,2014,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,0.7015308948585988,2,-0.36947172252006055,-0.9887019401704951
88.9,82.2,3000.0,500.0,2014,Nanyang Technological University,College of Engineering,Environmental Engineering,0.6581583215450979,2,-0.9011382577246111,-0.8462501880675862
85.7,73.2,3200.0,600.0,2014,Nanyang Technological University,College of Engineering,Information Engineering and Media,0.6122612350687301,3,-1.3307739899449968,-0.14261800964554272
82.5,77.7,3150.0,410.0,2014,Nanyang Technological University,College of Engineering,Materials Engineering,0.6090808756211521,3,-1.5646462620699961,-0.3563955361411204
90.2,87.8,3100.0,500.0,2014,Nanyang Technological University,College of Engineering,Mechanical Engineering,0.6912746382068491,2,-0.49923271076309816,-1.0065481560806522
92.5,92.5,3050.0,500.0,2014,Nanyang Technological University,College of Engineering,Maritime Studies,0.720725319890976,2,-0.15257078292989099,-1.3045044181404861
80.0,68.0,2700.0,700.0,2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",0.5292714480461174,3,-2.2556090040348815,0.16880219835728452
86.8,75.8,3000.0,600.0,2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,0.6191134388014035,3,-1.264619466405896,-0.4082407889679902
86.7,77.9,3000.0,694.0,2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,0.6233710912877084,3,-1.118709551185519,-0.32213842115926866
88.7,78.4,3200.0,500.0,2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,0.653132203410024,3,-0.945623208696727,-0.6070675219968399
87.0,63.0,3100.0,1190.0,2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,0.565238921062656,3,-1.300936145147931,0.8068299608043024
85.7,66.7,3230.0,700.0,2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,0.5883711016742863,3,-1.5116693645366492,0.18432057554501838
66.7,54.9,3100.0,700.0,2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,0.4135820743363966,3,-3.6014021011978494,1.6047749451468984
73.2,67.9,3100.0,460.0,2014,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,0.5088052017393994,3,-2.711123710087641,0.5211966869164414
100.0,100.0,2900.0,614.0,2014,Nanyang Technological University,College of Sciences,Biomedical Science (Traditional Chinese Medicine) #,0.78705171182608,2,0.7405482918063032,-1.9064990060366138
75.1,60.8,3000.0,600.0,2014,Nanyang Technological University,College of Sciences,Biological Sciences,0.4882564730571127,3,-2.8218532157596803,0.7154874329092482
80.5,68.3,3100.0,600.0,2014,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,0.5554792553798076,3,-2.014158857145257,0.24696065740016024
88.4,87.0,3200.0,700.0,2014,Nanyang Technological University,College of Sciences,Mathematics & Economics,0.6760709947654425,2,-0.4698906959439573,-0.5236676308784246
91.3,79.7,3200.0,500.0,2014,Nanyang Technological University,College of Sciences,Mathematical Science,0.6750936761554815,2,-0.6843286583664326,-0.8049543907735763
73.7,63.2,3100.0,760.0,2014,Nanyang Technological University,College of Sciences,Physics / Applied Physics,0.48796472753732123,3,-2.6554895859631125,1.0347309871731578
87.9,69.7,3000.0,890.0,2014,Nanyang Technological University,College of Sciences,Sports Science and Management,0.5976478698181855,3,-1.2266066989575486,0.08878062228341314
100.0,100.0,3475.0,350.0,2014,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),0.8215035753957234,2,0.9275392224872895,-1.9081290666768063
100.0,100.0,3475.0,300.0,2014,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),0.8227928997897409,2,0.8922524232931911,-1.979031050825647
81.9,65.3,2800.0,510.0,2014,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,0.542250212074247,3,-2.2859766441581892,-0.08737192668596347
83.1,76.6,3300.0,600.0,2014,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),0.611560196754652,3,-1.331231259540879,0.00028692966993769495
88.7,80.1,3250.0,600.0,2014,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,0.6589083926078071,2,-0.7717255467024001,-0.4761857476048416
87.9,83.6,3000.0,500.0,2014,National University of Singapore,NUS Business School,Bachelor of Business Administration,0.6563627097764697,2,-0.9224366296269637,-0.8185716455648349
94.4,90.6,3520.0,1100.0,2014,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),0.7339216867765473,2,0.6481539760597251,-0.22097432035279355
93.9,89.8,2838.0,300.0,2014,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),0.7156137345121947,2,-0.43238240797815264,-1.7454242269961353
100.0,96.3,2912.0,814.0,2014,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),0.7695191786338175,2,0.7352555387181666,-1.5207977643649608
82.1,82.1,3088.0,400.0,2014,National University of Singapore,School of Computing,Bachelor of Computing (Communications and Media),0.6190819669351305,3,-1.4604085901953883,-0.49757799378331596
90.6,85.9,3500.0,700.0,2014,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),0.7013755727720333,2,-0.14573208223899384,-0.4405623629246541
85.7,85.7,3200.0,500.0,2014,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce),0.6585971767389123,2,-0.8802980352355744,-0.6030521861152484
95.5,92.0,3500.0,939.0,2014,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),0.7493786610951172,2,0.667525016881934,-0.5676315367894315
100.0,100.0,4000.0,20.0,2014,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,0.8552535010116237,2,1.0354902538472113,-2.0357612607991804
98.4,95.2,4275.0,750.0,2014,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,0.8221334325240914,2,1.4016823028494045,-0.598590761747806
77.3,59.1,2565.0,800.0,2014,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),0.47096686496775186,3,-2.8587392522843675,0.6210456256866732
95.3,94.1,3000.0,460.0,2014,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),0.7437038667412587,2,0.0764693773044702,-1.6118445388017393
93.1,89.2,3000.0,550.0,2014,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),0.7094980811650825,2,-0.23950883702884745,-1.2199146489307533
87.5,77.1,3000.0,600.0,2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering) ^^,0.6283516972611467,3,-1.1546711675892436,-0.48573391869049337
83.9,76.4,3300.0,650.0,2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),0.6149278985316631,3,-1.2405565157169127,0.02559489649511538
97.1,97.1,3208.0,500.0,2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),0.7752277289463314,2,0.5081704781728856,-1.6108195279886235
95.2,92.4,3500.0,880.0,2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Computer Engineering),0.7502913686808581,2,0.6186634029772365,-0.6424825070011632
90.6,88.1,3300.0,800.0,2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),0.6968828229158714,2,-0.11329906004503418,-0.4844833688880961
81.3,62.5,3400.0,515.0,2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science),0.5571479427325409,3,-2.0574207246239653,0.41804868671880746
95.2,92.9,3230.0,422.0,2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),0.7508711026145753,2,0.14098715280498655,-1.4797120679222684
96.5,96.5,3600.0,800.0,2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),0.7802197292271797,2,0.9015841248564777,-0.8779880246717314
78.6,73.8,3300.0,600.0,2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),0.5716246345776225,3,-1.806398007756531,0.3568031624815514
90.0,88.5,3200.0,500.0,2014,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),0.6971934532016559,2,-0.42106247138978,-0.9468953937632584
98.2,97.6,5150.0,1000.0,2014,National University of Singapore,Faculty of Law,Bachelor of Laws (LLB) (Hons) #,0.8648162327653979,1,2.230299805379733,0.27461668629093006
100.0,100.0,5000.0,700.0,2014,National University of Singapore,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery #,0.8857956123299083,1,2.1646172105840367,-0.42326398826071054
100.0,95.6,3200.0,336.0,2014,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),0.7932408652853786,2,0.5557121919058807,-1.994087118193344
100.0,100.0,3500.0,330.0,2014,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),0.8232212282302536,2,0.9296551650020772,-1.9202841031334867
95.5,81.8,2800.0,400.0,2014,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),0.6939177809169481,2,-0.592501655146065,-1.5257138777255275
76.8,61.4,3000.0,500.0,2014,National University of Singapore,Faculty of Science,Bachelor of Science,0.5043194004749194,3,-2.732001368455405,0.4506685007286792
86.6,75.8,3210.0,650.0,2014,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),0.626580982539254,3,-1.1089262891652667,-0.1885374191515561
98.9,96.7,3630.0,530.0,2014,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) (Hons) #,0.8053959339047251,2,0.9300232091271071,-1.3985862157260394
93.6,91.4,2875.0,892.0,2014,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (4-year programme),0.7057189847583595,2,0.05223224076647311,-0.9037353429142483
97.4,96.1,3500.0,1425.0,2014,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (4-year programme) Cum Laude and above,0.7639220343363252,2,1.3327632099782318,-0.1033686981973583
90.9,86.4,3333.0,1000.0,2014,Singapore Management University,School of Business (4-year programme) *,Business Management (4-year programme),0.6893700005407963,2,0.002306648158873975,-0.15515966221897473
94.5,94.0,3600.0,1300.0,2014,Singapore Management University,School of Business (4-year programme) *,Business Management (4-year programme) Cum Laude and above,0.7451821695677179,2,0.9909303624793663,0.02148811008711597
90.2,83.9,3500.0,825.0,2014,Singapore Management University,School of Economics (4-year programme) *,Economics (4-year programme),0.6884725234972746,2,-0.17274538148908056,-0.18698051891782197
90.6,89.1,3800.0,1050.0,2014,Singapore Management University,School of Economics (4-year programme) *,Economics (4-year programme) Cum Laude and above,0.7179752459148171,2,0.429432144021811,0.16865127925946366
92.9,80.6,3350.0,1000.0,2014,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management (4-year programme),0.683276781478645,2,-0.06911165048900009,-0.12302558236524881
97.4,84.2,4050.0,1040.0,2014,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management (4-year programme) Cum Laude and above,0.758635197038764,2,0.9220902498681397,0.010548640499165861
90.9,84.1,3000.0,780.0,2014,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (4-year programme),0.6709820705995431,2,-0.46502080646825134,-0.6243611201122619
87.5,81.3,3590.0,955.0,2014,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (4-year programme) Cum Laude and above,0.6622653290874082,3,-0.3460186157290633,0.2930662888078748
97.8,95.6,5025.0,1350.0,2014,Singapore Management University,School of Law (4-year programme) *,Law (4-year programme) #,0.8401016083329449,1,2.2809237915409524,0.7662286729532664
97.7,97.7,5800.0,1200.0,2014,Singapore Management University,School of Law (4-year programme) *,Law (4-year programme) Cum Laude and above #,0.8879107792466707,1,2.7577846546593725,1.008707831404179
100.0,86.7,2700.0,225.0,2014,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design,0.7409095113695474,2,-0.21822502795906595,-2.2487399588424077
90.6,84.4,2600.0,585.0,2014,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation,0.6558209129631851,2,-0.8737215056845133,-1.1488085607891578
100.0,100.0,2975.0,275.0,2014,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design,0.7993991004482881,2,0.5499957798475981,-2.3385971869571858
100.0,100.0,3000.0,600.0,2014,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,0.7922204149640972,2,0.7955906368016645,-1.8615285327868656
89.1,78.3,2500.0,400.0,2014,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,0.6243855191297272,2,-1.4429613761579527,-1.225429700636317
93.9,90.9,2500.0,427.0,2014,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,0.6999394923250191,2,-0.5163401301941676,-1.8124744829598305
90.1,84.5,3300.0,650.0,2014,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,0.6848004814621514,2,-0.4090496898440861,-0.5737412584720664
92.6,88.9,3260.0,591.0,2014,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,0.7165424458471024,2,-0.09410792508742956,-0.9539054591138653
